entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%,queue_loaded,queue_empty_p,queue_empty_cd
truck,39,1.0,2.0,2,27.0,25,26,1.13,7.42,7.0,1.0,98.22,0,0,0
truck,39,1.0,3.0,3,26.0,25,25,1.68,2.15,3.0,1.0,99.2,0,0,1
plant,39,1.0,,1,,28,29,,,,,,0,0,0
plant,39,1.0,,2,,25,26,,,,,,0,0,0
plant,39,1.0,,3,,25,25,,,,,,0,0,1
truck,40,1.0,1.0,1,26.0,29,29,0.0,0.0,0.0,0.0,100.0,0,0,1
truck,40,1.0,2.0,2,28.0,25,26,0.0,6.4,6.0,0.0,98.67,1,0,0
truck,40,1.0,3.0,3,27.0,25,26,12.86,0.0,0.0,4.0,97.32,0,0,0
plant,40,1.0,,1,,29,29,,,,,,0,0,1
plant,40,1.0,,2,,25,26,,,,,,1,0,0
plant,40,1.0,,3,,25,26,,,,,,0,0,0
truck,41,1.0,1.0,1,28.0,28,29,2.62,13.17,12.0,2.0,96.71,0,0,0
truck,41,1.0,2.0,2,26.0,25,26,0.0,4.39,4.0,0.0,99.09,1,0,0
truck,41,1.0,3.0,3,27.0,25,26,0.0,14.68,12.0,0.0,96.94,0,0,0
plant,41,1.0,,1,,28,29,,,,,,0,0,0
plant,41,1.0,,2,,25,26,,,,,,1,0,0
plant,41,1.0,,3,,25,26,,,,,,0,0,0
truck,42,1.0,1.0,1,28.0,26,27,10.34,10.33,7.0,5.0,95.69,0,0,0
truck,42,1.0,2.0,2,25.0,25,26,6.78,20.03,15.0,3.0,94.41,1,0,0
truck,42,1.0,3.0,3,26.0,25,26,9.51,5.1,2.0,3.0,96.96,0,0,0
plant,42,1.0,,1,,26,27,,,,,,0,0,0
plant,42,1.0,,2,,25,26,,,,,,1,0,0
plant,42,1.0,,3,,25,26,,,,,,0,0,0
truck,43,1.0,1.0,1,28.0,28,29,1.58,6.57,6.0,2.0,98.3,0,0,0
truck,43,1.0,2.0,2,28.0,26,27,0.04,1.6,2.0,1.0,99.66,1,0,0
truck,43,1.0,3.0,3,26.0,25,26,9.41,0.0,0.0,2.0,98.04,1,0,0
plant,43,1.0,,1,,28,29,,,,,,0,0,0
plant,43,1.0,,2,,26,27,,,,,,1,0,0
plant,43,1.0,,3,,25,26,,,,,,1,0,0
truck,44,1.0,1.0,1,27.0,27,28,0.0,15.63,10.0,0.0,96.74,0,0,0
truck,44,1.0,2.0,2,26.0,26,26,4.72,3.69,3.0,3.0,98.25,1,0,1
truck,44,1.0,3.0,3,26.0,24,25,4.85,16.37,13.0,2.0,95.58,0,0,0
plant,44,1.0,,1,,27,28,,,,,,0,0,0
plant,44,1.0,,2,,26,26,,,,,,1,0,1
plant,44,1.0,,3,,24,25,,,,,,0,0,0
truck,45,1.0,1.0,1,27.0,28,29,0.0,4.59,3.0,0.0,99.04,0,0,0
truck,45,1.0,2.0,2,27.0,26,26,3.42,2.45,4.0,3.0,98.78,1,0,1
truck,45,1.0,3.0,3,27.0,25,26,0.24,10.09,4.0,1.0,97.85,0,0,0
plant,45,1.0,,1,,28,29,,,,,,0,0,0
plant,45,1.0,,2,,26,26,,,,,,1,0,1
plant,45,1.0,,3,,25,26,,,,,,0,0,0
truck,46,1.0,1.0,1,27.0,28,29,0.0,17.14,10.0,0.0,96.43,0,0,0
truck,46,1.0,2.0,2,27.0,25,26,5.32,11.0,9.0,2.0,96.6,0,0,0
truck,46,1.0,3.0,3,26.0,25,25,0.0,2.9,6.0,0.0,99.4,1,0,1
plant,46,1.0,,1,,28,29,,,,,,0,0,0
plant,46,1.0,,2,,25,26,,,,,,0,0,0
plant,46,1.0,,3,,25,25,,,,,,1,0,1
truck,47,1.0,1.0,1,27.0,27,28,8.31,5.46,6.0,3.0,97.13,0,0,0
truck,47,1.0,2.0,2,27.0,26,26,12.02,10.15,7.0,5.0,95.38,0,0,1
truck,47,1.0,3.0,3,26.0,25,26,0.0,18.8,16.0,0.0,96.08,1,0,0
plant,47,1.0,,1,,27,28,,,,,,0,0,0
plant,47,1.0,,2,,26,26,,,,,,0,0,1
plant,47,1.0,,3,,25,26,,,,,,1,0,0
truck,48,1.0,1.0,1,27.0,30,30,0.74,6.72,4.0,1.0,98.45,0,0,1
truck,48,1.0,2.0,2,27.0,25,26,1.18,10.63,9.0,2.0,97.54,1,0,0
truck,48,1.0,3.0,3,27.0,24,25,9.91,1.31,1.0,2.0,97.66,1,0,0
plant,48,1.0,,1,,30,30,,,,,,0,0,1
plant,48,1.0,,2,,25,26,,,,,,1,0,0
plant,48,1.0,,3,,24,25,,,,,,1,0,0
truck,49,1.0,1.0,1,26.0,28,29,0.0,9.83,9.0,0.0,97.95,0,0,0
truck,49,1.0,2.0,2,27.0,25,26,0.14,14.77,12.0,1.0,96.89,1,0,0
truck,49,1.0,3.0,3,27.0,24,25,3.61,13.45,9.0,3.0,96.45,0,0,0
plant,49,1.0,,1,,28,29,,,,,,0,0,0
plant,49,1.0,,2,,25,26,,,,,,1,0,0
plant,49,1.0,,3,,24,25,,,,,,0,0,0
truck,50,1.0,1.0,1,28.0,27,28,7.6,26.79,18.0,4.0,92.83,0,0,0
truck,50,1.0,2.0,2,25.0,25,26,0.0,19.81,15.0,0.0,95.87,0,0,0
truck,50,1.0,3.0,3,26.0,24,25,0.0,11.59,9.0,0.0,97.59,0,0,0
plant,50,1.0,,1,,27,28,,,,,,0,0,0
plant,50,1.0,,2,,25,26,,,,,,0,0,0
plant,50,1.0,,3,,24,25,,,,,,0,0,0
truck,51,1.0,1.0,1,27.0,28,29,0.39,0.0,0.0,2.0,99.92,0,0,0
truck,51,1.0,2.0,2,27.0,26,27,0.0,0.01,1.0,0.0,100.0,1,0,0
truck,51,1.0,3.0,3,28.0,26,26,0.83,4.36,6.0,1.0,98.92,0,0,1
plant,51,1.0,,1,,28,29,,,,,,0,0,0
plant,51,1.0,,2,,26,27,,,,,,1,0,0
plant,51,1.0,,3,,26,26,,,,,,0,0,1
truck,52,1.0,1.0,1,28.0,29,30,0.0,0.0,0.0,0.0,100.0,0,0,0
truck,52,1.0,2.0,2,28.0,26,27,0.23,0.55,2.0,1.0,99.84,0,0,0
truck,52,1.0,3.0,3,26.0,25,25,0.35,0.38,1.0,1.0,99.85,1,0,1
plant,52,1.0,,1,,29,30,,,,,,0,0,0
plant,52,1.0,,2,,26,27,,,,,,0,0,0
plant,52,1.0,,3,,25,25,,,,,,1,0,1
truck,53,1.0,1.0,1,26.0,27,27,1.36,17.63,13.0,1.0,96.04,1,0,1
truck,53,1.0,2.0,2,27.0,25,26,7.53,18.51,10.0,5.0,94.58,0,0,0
truck,53,1.0,3.0,3,26.0,25,26,0.0,8.02,5.0,0.0,98.33,0,0,0
plant,53,1.0,,1,,27,27,,,,,,1,0,1
plant,53,1.0,,2,,25,26,,,,,,0,0,0
plant,53,1.0,,3,,25,26,,,,,,0,0,0
truck,54,1.0,1.0,1,28.0,28,29,0.08,5.71,7.0,1.0,98.79,0,0,0
truck,54,1.0,2.0,2,27.0,26,26,0.0,0.0,0.0,0.0,100.0,1,0,1
truck,54,1.0,3.0,3,26.0,25,26,5.53,0.74,1.0,4.0,98.69,1,0,0
plant,54,1.0,,1,,28,29,,,,,,0,0,0
plant,54,1.0,,2,,26,26,,,,,,1,0,1
plant,54,1.0,,3,,25,26,,,,,,1,0,0
truck,55,1.0,1.0,1,27.0,28,28,0.0,2.85,4.0,0.0,99.41,0,0,1
truck,55,1.0,2.0,2,27.0,25,26,5.02,15.86,14.0,1.0,95.65,0,0,0
truck,55,1.0,3.0,3,25.0,25,25,0.2,27.42,16.0,1.0,94.25,0,0,1
plant,55,1.0,,1,,28,28,,,,,,0,0,1
plant,55,1.0,,2,,25,26,,,,,,0,0,0
plant,55,1.0,,3,,25,25,,,,,,0,0,1
truck,56,1.0,1.0,1,27.0,27,28,3.07,13.03,13.0,2.0,96.65,0,0,0
truck,56,1.0,2.0,2,26.0,25,26,4.14,10.2,6.0,4.0,97.01,1,0,0
truck,56,1.0,3.0,3,26.0,24,25,0.0,26.41,22.0,0.0,94.5,0,0,0
plant,56,1.0,,1,,27,28,,,,,,0,0,0
plant,56,1.0,,2,,25,26,,,,,,1,0,0
plant,56,1.0,,3,,24,25,,,,,,0,0,0
truck,57,1.0,1.0,1,28.0,29,30,0.0,7.52,7.0,0.0,98.43,0,0,0
truck,57,1.0,2.0,2,27.0,25,26,0.08,11.46,5.0,1.0,97.6,1,0,0
truck,57,1.0,3.0,3,26.0,25,25,0.0,5.94,6.0,0.0,98.76,0,0,1
plant,57,1.0,,1,,29,30,,,,,,0,0,0
plant,57,1.0,,2,,25,26,,,,,,1,0,0
plant,57,1.0,,3,,25,25,,,,,,0,0,1
truck,58,1.0,1.0,1,28.0,28,29,1.02,20.71,15.0,1.0,95.47,1,0,0
truck,58,1.0,2.0,2,26.0,25,26,7.22,3.31,3.0,4.0,97.81,0,0,0
truck,58,1.0,3.0,3,26.0,23,24,0.0,22.06,13.0,0.0,95.4,1,0,0
plant,58,1.0,,1,,28,29,,,,,,1,0,0
plant,58,1.0,,2,,25,26,,,,,,0,0,0
plant,58,1.0,,3,,23,24,,,,,,1,0,0
truck,59,1.0,1.0,1,28.0,28,29,8.03,3.69,4.0,1.0,97.56,0,0,0
truck,59,1.0,2.0,2,26.0,25,26,1.07,6.39,4.0,1.0,98.45,0,0,0
truck,59,1.0,3.0,3,26.0,24,25,0.0,10.98,10.0,0.0,97.71,1,0,0
plant,59,1.0,,1,,28,29,,,,,,0,0,0
plant,59,1.0,,2,,25,26,,,,,,0,0,0
plant,59,1.0,,3,,24,25,,,,,,1,0,0
truck,60,1.0,1.0,1,27.0,27,28,0.64,27.31,14.0,1.0,94.18,0,0,0
truck,60,1.0,2.0,2,27.0,25,26,13.62,3.28,6.0,5.0,96.48,0,0,0
truck,60,1.0,3.0,3,26.0,24,25,0.0,9.47,10.0,0.0,98.03,0,0,0
plant,60,1.0,,1,,27,28,,,,,,0,0,0
plant,60,1.0,,2,,25,26,,,,,,0,0,0
plant,60,1.0,,3,,24,25,,,,,,0,0,0
truck,61,1.0,1.0,1,27.0,29,29,9.94,4.07,3.0,2.0,97.08,1,0,1
truck,61,1.0,2.0,2,27.0,25,26,0.37,1.37,3.0,1.0,99.64,1,0,0
truck,61,1.0,3.0,3,26.0,24,25,0.26,14.04,10.0,1.0,97.02,0,0,0
plant,61,1.0,,1,,29,29,,,,,,1,0,1
plant,61,1.0,,2,,25,26,,,,,,1,0,0
plant,61,1.0,,3,,24,25,,,,,,0,0,0
truck,62,1.0,1.0,1,28.0,28,29,11.49,3.73,6.0,6.0,96.83,1,0,0
truck,62,1.0,2.0,2,27.0,25,26,0.0,13.2,11.0,0.0,97.25,1,0,0
truck,62,1.0,3.0,3,26.0,25,26,0.03,5.29,6.0,1.0,98.89,1,0,0
plant,62,1.0,,1,,28,29,,,,,,1,0,0
plant,62,1.0,,2,,25,26,,,,,,1,0,0
plant,62,1.0,,3,,25,26,,,,,,1,0,0
truck,63,1.0,1.0,1,28.0,28,28,1.94,0.0,0.0,2.0,99.59,0,0,1
truck,63,1.0,2.0,2,26.0,26,26,0.0,0.45,1.0,0.0,99.91,0,0,1
truck,63,1.0,3.0,3,26.0,25,26,1.17,5.31,3.0,1.0,98.65,1,0,0
plant,63,1.0,,1,,28,28,,,,,,0,0,1
plant,63,1.0,,2,,26,26,,,,,,0,0,1
plant,63,1.0,,3,,25,26,,,,,,1,0,0
truck,64,1.0,1.0,1,26.0,28,28,0.8,16.76,14.0,1.0,96.34,1,0,1
truck,64,1.0,2.0,2,26.0,25,26,0.0,25.53,16.0,0.0,94.68,0,0,0
truck,64,1.0,3.0,3,27.0,24,25,13.06,4.09,5.0,8.0,96.43,0,0,0
plant,64,1.0,,1,,28,28,,,,,,1,0,1
plant,64,1.0,,2,,25,26,,,,,,0,0,0
plant,64,1.0,,3,,24,25,,,,,,0,0,0
truck,65,1.0,1.0,1,27.0,28,29,0.47,3.76,6.0,1.0,99.12,0,0,0
truck,65,1.0,2.0,2,26.0,26,26,2.3,5.88,3.0,2.0,98.3,0,0,1
truck,65,1.0,3.0,3,27.0,25,25,1.92,18.56,8.0,1.0,95.73,0,0,1
plant,65,1.0,,1,,28,29,,,,,,0,0,0
plant,65,1.0,,2,,26,26,,,,,,0,0,1
plant,65,1.0,,3,,25,25,,,,,,0,0,1
truck,66,1.0,1.0,1,27.0,28,29,1.53,11.97,11.0,1.0,97.19,1,0,0
truck,66,1.0,2.0,2,26.0,25,25,7.69,4.42,6.0,1.0,97.48,0,0,1
truck,66,1.0,3.0,3,26.0,24,25,8.44,27.71,19.0,3.0,92.47,0,0,0
plant,66,1.0,,1,,28,29,,,,,,1,0,0
plant,66,1.0,,2,,25,25,,,,,,0,0,1
plant,66,1.0,,3,,24,25,,,,,,0,0,0
truck,67,1.0,1.0,1,26.0,25,26,31.2,17.88,14.0,6.0,89.77,0,0,0
truck,67,1.0,2.0,2,24.0,24,25,0.0,24.31,21.0,0.0,94.93,1,0,0
truck,67,1.0,3.0,3,25.0,23,24,0.0,63.72,35.0,0.0,86.72,1,0,0
plant,67,1.0,,1,,25,26,,,,,,0,0,0
plant,67,1.0,,2,,24,25,,,,,,1,0,0
plant,67,1.0,,3,,23,24,,,,,,1,0,0
truck,68,1.0,1.0,1,28.0,28,29,0.0,14.04,9.0,0.0,97.07,0,0,0
truck,68,1.0,2.0,2,27.0,26,27,2.9,0.0,0.0,2.0,99.4,0,0,0
truck,68,1.0,3.0,3,27.0,25,26,0.0,5.48,6.0,0.0,98.86,0,0,0
plant,68,1.0,,1,,28,29,,,,,,0,0,0
plant,68,1.0,,2,,26,27,,,,,,0,0,0
plant,68,1.0,,3,,25,26,,,,,,0,0,0
truck,69,1.0,1.0,1,27.0,28,29,0.79,11.68,7.0,1.0,97.4,0,0,0
truck,69,1.0,2.0,2,27.0,25,26,5.53,8.91,6.0,2.0,96.99,1,0,0
truck,69,1.0,3.0,3,27.0,25,26,0.31,7.75,9.0,2.0,98.32,0,0,0
plant,69,1.0,,1,,28,29,,,,,,0,0,0
plant,69,1.0,,2,,25,26,,,,,,1,0,0
plant,69,1.0,,3,,25,26,,,,,,0,0,0
truck,70,1.0,1.0,1,27.0,28,29,10.37,4.42,7.0,5.0,96.92,0,0,0
truck,70,1.0,2.0,2,27.0,26,26,0.0,18.09,18.0,0.0,96.23,0,0,1
truck,70,1.0,3.0,3,27.0,25,26,1.0,7.91,8.0,2.0,98.14,1,0,0
plant,70,1.0,,1,,28,29,,,,,,0,0,0
plant,70,1.0,,2,,26,26,,,,,,0,0,1
plant,70,1.0,,3,,25,26,,,,,,1,0,0
truck,71,1.0,1.0,1,27.0,28,28,0.3,10.89,11.0,1.0,97.67,1,0,1
truck,71,1.0,2.0,2,25.0,25,26,0.0,13.97,7.0,0.0,97.09,0,0,0
truck,71,1.0,3.0,3,27.0,24,25,0.0,13.6,12.0,0.0,97.17,0,0,0
plant,71,1.0,,1,,28,28,,,,,,1,0,1
plant,71,1.0,,2,,25,26,,,,,,0,0,0
plant,71,1.0,,3,,24,25,,,,,,0,0,0
truck,72,1.0,1.0,1,26.0,29,29,0.0,3.18,3.0,0.0,99.34,1,0,1
truck,72,1.0,2.0,2,27.0,26,27,4.94,7.12,6.0,3.0,97.49,0,0,0
truck,72,1.0,3.0,3,28.0,25,25,5.95,10.31,8.0,3.0,96.61,0,0,1
plant,72,1.0,,1,,29,29,,,,,,1,0,1
plant,72,1.0,,2,,26,27,,,,,,0,0,0
plant,72,1.0,,3,,25,25,,,,,,0,0,1
truck,73,1.0,1.0,1,29.0,28,29,1.53,1.51,1.0,2.0,99.37,0,0,0
truck,73,1.0,2.0,2,27.0,26,27,0.0,6.35,8.0,0.0,98.68,0,0,0
truck,73,1.0,3.0,3,25.0,24,25,0.0,0.29,1.0,0.0,99.94,0,0,0
plant,73,1.0,,1,,28,29,,,,,,0,0,0
plant,73,1.0,,2,,26,27,,,,,,0,0,0
plant,73,1.0,,3,,24,25,,,,,,0,0,0
truck,74,1.0,1.0,1,27.0,28,29,8.09,2.29,3.0,2.0,97.84,1,0,0
truck,74,1.0,2.0,2,28.0,26,27,1.46,3.75,4.0,1.0,98.92,1,0,0
truck,74,1.0,3.0,3,27.0,25,26,0.26,1.14,2.0,1.0,99.71,1,0,0
plant,74,1.0,,1,,28,29,,,,,,1,0,0
plant,74,1.0,,2,,26,27,,,,,,1,0,0
plant,74,1.0,,3,,25,26,,,,,,1,0,0
truck,75,1.0,1.0,1,26.0,27,28,0.41,13.0,12.0,1.0,97.21,1,0,0
truck,75,1.0,2.0,2,28.0,26,26,2.3,23.92,20.0,1.0,94.54,0,0,1
truck,75,1.0,3.0,3,25.0,24,25,15.13,0.0,0.0,4.0,96.85,0,0,0
plant,75,1.0,,1,,27,28,,,,,,1,0,0
plant,75,1.0,,2,,26,26,,,,,,0,0,1
plant,75,1.0,,3,,24,25,,,,,,0,0,0
truck,76,1.0,1.0,1,27.0,28,29,4.87,4.41,4.0,2.0,98.07,0,0,0
truck,76,1.0,2.0,2,27.0,25,26,1.52,6.27,4.0,3.0,98.38,1,0,0
truck,76,1.0,3.0,3,26.0,24,25,1.95,10.56,7.0,1.0,97.39,0,0,0
plant,76,1.0,,1,,28,29,,,,,,0,0,0
plant,76,1.0,,2,,25,26,,,,,,1,0,0
plant,76,1.0,,3,,24,25,,,,,,0,0,0
truck,77,1.0,1.0,1,27.0,28,29,0.39,10.21,8.0,2.0,97.79,0,0,0
truck,77,1.0,2.0,2,27.0,25,26,0.0,9.28,9.0,0.0,98.07,0,0,0
truck,77,1.0,3.0,3,27.0,25,26,1.49,4.6,5.0,1.0,98.73,1,0,0
plant,77,1.0,,1,,28,29,,,,,,0,0,0
plant,77,1.0,,2,,25,26,,,,,,0,0,0
plant,77,1.0,,3,,25,26,,,,,,1,0,0
truck,78,1.0,1.0,1,28.0,27,28,13.17,13.28,9.0,6.0,94.49,0,0,0
truck,78,1.0,2.0,2,27.0,25,26,0.0,18.82,9.0,0.0,96.08,1,0,0
truck,78,1.0,3.0,3,25.0,24,25,0.0,3.38,4.0,0.0,99.3,0,0,0
plant,78,1.0,,1,,27,28,,,,,,0,0,0
plant,78,1.0,,2,,25,26,,,,,,1,0,0
plant,78,1.0,,3,,24,25,,,,,,0,0,0
truck,79,1.0,1.0,1,26.0,28,29,10.78,0.0,0.0,3.0,97.76,0,0,0
truck,79,1.0,2.0,2,27.0,26,26,0.89,2.12,1.0,1.0,99.37,1,0,1
truck,79,1.0,3.0,3,28.0,25,26,4.92,0.0,0.0,2.0,98.98,0,0,0
plant,79,1.0,,1,,28,29,,,,,,0,0,0
plant,79,1.0,,2,,26,26,,,,,,1,0,1
plant,79,1.0,,3,,25,26,,,,,,0,0,0
truck,80,1.0,1.0,1,27.0,28,29,2.39,12.03,9.0,1.0,96.99,0,0,0
truck,80,1.0,2.0,2,27.0,25,26,9.75,4.86,7.0,2.0,96.96,0,0,0
truck,80,1.0,3.0,3,26.0,24,25,5.94,16.58,11.0,2.0,95.31,0,0,0
plant,80,1.0,,1,,28,29,,,,,,0,0,0
plant,80,1.0,,2,,25,26,,,,,,0,0,0
plant,80,1.0,,3,,24,25,,,,,,0,0,0
truck,81,1.0,1.0,1,27.0,28,29,0.68,11.05,11.0,2.0,97.56,0,0,0
truck,81,1.0,2.0,2,27.0,26,26,0.0,3.86,4.0,0.0,99.2,0,0,1
truck,81,1.0,3.0,3,26.0,24,25,7.77,0.0,0.0,2.0,98.38,0,0,0
plant,81,1.0,,1,,28,29,,,,,,0,0,0
plant,81,1.0,,2,,26,26,,,,,,0,0,1
plant,81,1.0,,3,,24,25,,,,,,0,0,0
truck,82,1.0,1.0,1,28.0,29,29,1.26,0.0,0.0,2.0,99.74,0,0,1
truck,82,1.0,2.0,2,28.0,26,27,0.0,0.0,0.0,0.0,100.0,1,0,0
truck,82,1.0,3.0,3,26.0,25,26,4.09,0.0,0.0,3.0,99.15,0,1,0
plant,82,1.0,,1,,29,29,,,,,,0,0,1
plant,82,1.0,,2,,26,27,,,,,,1,0,0
plant,82,1.0,,3,,25,26,,,,,,0,1,0
truck,83,1.0,1.0,1,27.0,28,28,0.15,1.69,4.0,1.0,99.62,0,0,1
truck,83,1.0,2.0,2,27.0,25,26,0.64,27.61,14.0,2.0,94.12,0,0,0
truck,83,1.0,3.0,3,26.0,25,26,0.0,10.67,10.0,0.0,97.78,0,0,0
plant,83,1.0,,1,,28,28,,,,,,0,0,1
plant,83,1.0,,2,,25,26,,,,,,0,0,0
plant,83,1.0,,3,,25,26,,,,,,0,0,0
truck,84,1.0,1.0,1,26.0,28,29,13.32,2.3,1.0,4.0,96.75,0,0,0
truck,84,1.0,2.0,2,27.0,25,26,6.28,12.48,14.0,1.0,96.09,0,0,0
truck,84,1.0,3.0,3,27.0,24,25,12.07,3.85,3.0,3.0,96.68,0,0,0
plant,84,1.0,,1,,28,29,,,,,,0,0,0
plant,84,1.0,,2,,25,26,,,,,,0,0,0
plant,84,1.0,,3,,24,25,,,,,,0,0,0
truck,85,1.0,1.0,1,27.0,26,27,21.12,2.33,3.0,8.0,95.11,1,0,0
truck,85,1.0,2.0,2,26.0,25,26,2.04,4.16,2.0,2.0,98.71,1,0,0
truck,85,1.0,3.0,3,26.0,25,26,1.4,32.03,24.0,2.0,93.04,0,0,0
plant,85,1.0,,1,,26,27,,,,,,1,0,0
plant,85,1.0,,2,,25,26,,,,,,1,0,0
plant,85,1.0,,3,,25,26,,,,,,0,0,0
truck,86,1.0,1.0,1,27.0,28,29,10.45,2.71,2.0,4.0,97.26,1,0,0
truck,86,1.0,2.0,2,27.0,25,26,2.17,2.59,3.0,1.0,99.01,1,0,0
truck,86,1.0,3.0,3,26.0,24,25,0.0,15.87,14.0,0.0,96.69,1,0,0
plant,86,1.0,,1,,28,29,,,,,,1,0,0
plant,86,1.0,,2,,25,26,,,,,,1,0,0
plant,86,1.0,,3,,24,25,,,,,,1,0,0
truck,87,1.0,1.0,1,28.0,28,29,0.58,13.59,6.0,1.0,97.05,1,0,0
truck,87,1.0,2.0,2,27.0,25,26,3.6,6.69,6.0,1.0,97.86,0,0,0
truck,87,1.0,3.0,3,26.0,25,26,10.72,0.0,0.0,2.0,97.77,1,0,0
plant,87,1.0,,1,,28,29,,,,,,1,0,0
plant,87,1.0,,2,,25,26,,,,,,0,0,0
plant,87,1.0,,3,,25,26,,,,,,1,0,0
truck,88,1.0,1.0,1,27.0,28,29,5.55,6.98,6.0,2.0,97.39,1,0,0
truck,88,1.0,2.0,2,26.0,24,25,0.0,17.78,15.0,0.0,96.3,0,0,0
truck,88,1.0,3.0,3,26.0,24,25,11.29,14.69,9.0,3.0,94.59,1,0,0
plant,88,1.0,,1,,28,29,,,,,,1,0,0
plant,88,1.0,,2,,24,25,,,,,,0,0,0
plant,88,1.0,,3,,24,25,,,,,,1,0,0
truck,89,1.0,1.0,1,27.0,28,29,1.15,9.24,10.0,2.0,97.84,0,0,0
truck,89,1.0,2.0,2,27.0,25,26,0.61,10.85,12.0,1.0,97.61,0,0,0
truck,89,1.0,3.0,3,26.0,25,25,3.92,1.88,2.0,2.0,98.79,0,0,1
plant,89,1.0,,1,,28,29,,,,,,0,0,0
plant,89,1.0,,2,,25,26,,,,,,0,0,0
plant,89,1.0,,3,,25,25,,,,,,0,0,1
truck,90,1.0,1.0,1,27.0,28,28,2.14,6.95,6.0,2.0,98.11,1,0,1
truck,90,1.0,2.0,2,27.0,25,26,4.8,0.0,0.0,3.0,99.0,0,0,0
truck,90,1.0,3.0,3,26.0,25,26,2.07,1.01,2.0,3.0,99.36,0,0,0
plant,90,1.0,,1,,28,28,,,,,,1,0,1
plant,90,1.0,,2,,25,26,,,,,,0,0,0
plant,90,1.0,,3,,25,26,,,,,,0,0,0
truck,91,1.0,1.0,1,28.0,27,28,7.09,9.85,7.0,6.0,96.47,0,0,0
truck,91,1.0,2.0,2,26.0,24,25,1.98,22.59,12.0,1.0,94.88,0,0,0
truck,91,1.0,3.0,3,25.0,24,25,4.01,12.08,8.0,1.0,96.65,1,0,0
plant,91,1.0,,1,,27,28,,,,,,0,0,0
plant,91,1.0,,2,,24,25,,,,,,0,0,0
plant,91,1.0,,3,,24,25,,,,,,1,0,0
truck,92,1.0,1.0,1,27.0,28,29,0.4,7.81,7.0,1.0,98.29,1,0,0
truck,92,1.0,2.0,2,27.0,25,26,0.23,18.33,13.0,1.0,96.13,0,0,0
truck,92,1.0,3.0,3,26.0,24,25,0.0,9.46,10.0,0.0,98.03,1,0,0
plant,92,1.0,,1,,28,29,,,,,,1,0,0
plant,92,1.0,,2,,25,26,,,,,,0,0,0
plant,92,1.0,,3,,24,25,,,,,,1,0,0
truck,93,1.0,1.0,1,28.0,29,30,2.29,5.61,6.0,2.0,98.35,1,0,0
truck,93,1.0,2.0,2,27.0,26,27,0.96,5.99,6.0,2.0,98.55,0,0,0
truck,93,1.0,3.0,3,28.0,25,26,0.06,2.29,3.0,1.0,99.51,0,0,0
plant,93,1.0,,1,,29,30,,,,,,1,0,0
plant,93,1.0,,2,,26,27,,,,,,0,0,0
plant,93,1.0,,3,,25,26,,,,,,0,0,0
truck,94,1.0,1.0,1,27.0,28,28,2.54,15.38,10.0,2.0,96.27,0,0,1
truck,94,1.0,2.0,2,26.0,25,26,0.0,10.66,6.0,0.0,97.78,0,0,0
truck,94,1.0,3.0,3,26.0,24,25,3.74,0.0,0.0,2.0,99.22,0,0,0
plant,94,1.0,,1,,28,28,,,,,,0,0,1
plant,94,1.0,,2,,25,26,,,,,,0,0,0
plant,94,1.0,,3,,24,25,,,,,,0,0,0
truck,95,1.0,1.0,1,26.0,28,28,0.0,8.25,8.0,0.0,98.28,1,0,1
truck,95,1.0,2.0,2,26.0,26,26,0.0,6.26,9.0,0.0,98.7,0,0,1
truck,95,1.0,3.0,3,28.0,25,26,15.82,0.89,1.0,6.0,96.52,0,0,0
plant,95,1.0,,1,,28,28,,,,,,1,0,1
plant,95,1.0,,2,,26,26,,,,,,0,0,1
plant,95,1.0,,3,,25,26,,,,,,0,0,0
truck,96,1.0,1.0,1,28.0,28,29,0.0,6.38,6.0,0.0,98.67,0,0,0
truck,96,1.0,2.0,2,26.0,26,27,1.5,0.1,1.0,2.0,99.67,0,0,0
truck,96,1.0,3.0,3,27.0,24,25,1.21,2.2,3.0,1.0,99.29,0,0,0
plant,96,1.0,,1,,28,29,,,,,,0,0,0
plant,96,1.0,,2,,26,27,,,,,,0,0,0
plant,96,1.0,,3,,24,25,,,,,,0,0,0
truck,97,1.0,1.0,1,28.0,28,28,6.95,0.0,0.0,2.0,98.55,0,0,1
truck,97,1.0,2.0,2,26.0,26,27,0.0,0.0,0.0,0.0,100.0,0,0,0
truck,97,1.0,3.0,3,27.0,26,26,5.36,0.0,0.0,2.0,98.88,0,0,1
plant,97,1.0,,1,,28,28,,,,,,0,0,1
plant,97,1.0,,2,,26,27,,,,,,0,0,0
plant,97,1.0,,3,,26,26,,,,,,0,0,1
truck,98,1.0,1.0,1,26.0,28,29,0.29,17.44,10.0,1.0,96.31,0,0,0
truck,98,1.0,2.0,2,27.0,25,26,11.96,6.47,7.0,4.0,96.16,1,0,0
truck,98,1.0,3.0,3,27.0,24,25,0.0,27.7,19.0,0.0,94.23,0,0,0
plant,98,1.0,,1,,28,29,,,,,,0,0,0
plant,98,1.0,,2,,25,26,,,,,,1,0,0
plant,98,1.0,,3,,24,25,,,,,,0,0,0
truck,99,1.0,1.0,1,28.0,29,29,0.0,3.1,2.0,0.0,99.35,0,0,1
truck,99,1.0,2.0,2,26.0,25,26,1.56,0.0,0.0,1.0,99.68,0,0,0
