entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%
truck,74,0.5,3.0,3,15.0,19,19,101.02,3.49,2.0,7.0,78.23
truck,74,0.5,4.0,1,16.0,24,24,74.6,0.0,0.0,5.0,84.46
plant,74,0.5,,1,,24,24,,,,,
plant,74,0.5,,2,,20,20,,,,,
plant,74,0.5,,3,,19,19,,,,,
truck,75,0.5,1.0,1,15.0,24,23,101.6,0.0,0.0,7.0,78.83
truck,75,0.5,2.0,2,16.0,20,20,60.3,0.0,0.0,6.0,87.44
truck,75,0.5,3.0,3,16.0,19,20,75.84,3.76,3.0,5.0,83.42
truck,75,0.5,4.0,1,16.0,24,23,85.8,0.0,0.0,7.0,82.12
plant,75,0.5,,1,,24,23,,,,,
plant,75,0.5,,2,,20,20,,,,,
plant,75,0.5,,3,,19,20,,,,,
truck,76,0.5,1.0,1,16.0,24,24,73.76,0.0,0.0,6.0,84.63
truck,76,0.5,2.0,2,15.0,20,20,106.5,0.0,0.0,7.0,77.81
truck,76,0.5,3.0,3,17.0,19,20,44.62,4.26,2.0,4.0,89.82
truck,76,0.5,4.0,1,16.0,24,24,91.9,0.0,0.0,6.0,80.85
plant,76,0.5,,1,,24,24,,,,,
plant,76,0.5,,2,,20,20,,,,,
plant,76,0.5,,3,,19,20,,,,,
truck,77,0.5,1.0,1,16.0,25,24,62.2,0.0,0.0,5.0,87.04
truck,77,0.5,2.0,2,16.0,20,20,80.65,2.65,2.0,6.0,82.65
truck,77,0.5,3.0,3,15.0,18,19,111.68,0.0,0.0,10.0,76.73
truck,77,0.5,4.0,1,16.0,25,24,68.67,0.0,0.0,5.0,85.69
plant,77,0.5,,1,,25,24,,,,,
plant,77,0.5,,2,,20,20,,,,,
plant,77,0.5,,3,,18,19,,,,,
truck,78,0.5,1.0,1,16.0,24,24,80.45,0.0,0.0,6.0,83.24
truck,78,0.5,2.0,2,17.0,20,21,47.81,0.0,0.0,4.0,90.04
truck,78,0.5,3.0,3,16.0,19,20,74.43,3.15,2.0,6.0,83.84
truck,78,0.5,4.0,1,16.0,24,24,94.04,0.0,0.0,7.0,80.41
plant,78,0.5,,1,,24,24,,,,,
plant,78,0.5,,2,,20,21,,,,,
plant,78,0.5,,3,,19,20,,,,,
truck,79,0.5,1.0,1,15.0,24,25,111.18,0.0,0.0,8.0,76.84
truck,79,0.5,2.0,2,17.0,19,20,37.3,3.65,1.0,3.0,91.47
truck,79,0.5,3.0,3,16.0,19,19,68.58,0.0,0.0,6.0,85.71
truck,79,0.5,4.0,1,16.0,24,25,78.66,0.0,0.0,6.0,83.61
plant,79,0.5,,1,,24,25,,,,,
plant,79,0.5,,2,,19,20,,,,,
plant,79,0.5,,3,,19,19,,,,,
truck,80,0.5,1.0,1,15.0,24,24,145.35,0.0,0.0,12.0,69.72
truck,80,0.5,2.0,2,16.0,19,20,56.97,2.91,3.0,4.0,87.52
truck,80,0.5,3.0,3,16.0,19,19,56.33,0.0,0.0,4.0,88.27
truck,80,0.5,4.0,1,16.0,24,24,68.31,0.0,0.0,5.0,85.77
plant,80,0.5,,1,,24,24,,,,,
plant,80,0.5,,2,,19,20,,,,,
plant,80,0.5,,3,,19,19,,,,,
truck,81,0.5,1.0,1,16.0,24,24,83.17,0.0,0.0,8.0,82.67
truck,81,0.5,2.0,2,16.0,20,20,80.45,0.0,0.0,6.0,83.24
truck,81,0.5,3.0,3,16.0,18,19,63.6,3.73,1.0,4.0,85.97
truck,81,0.5,4.0,1,15.0,24,24,105.69,0.0,0.0,7.0,77.98
plant,81,0.5,,1,,24,24,,,,,
plant,81,0.5,,2,,20,20,,,,,
plant,81,0.5,,3,,18,19,,,,,
truck,82,0.5,1.0,1,16.0,24,24,84.76,0.0,0.0,6.0,82.34
truck,82,0.5,2.0,2,16.0,21,21,71.97,0.0,0.0,6.0,85.01
truck,82,0.5,3.0,3,16.0,19,20,88.91,1.67,1.0,7.0,81.13
truck,82,0.5,4.0,1,17.0,24,24,45.72,0.0,0.0,4.0,90.47
plant,82,0.5,,1,,24,24,,,,,
plant,82,0.5,,2,,21,21,,,,,
plant,82,0.5,,3,,19,20,,,,,
truck,83,0.5,1.0,1,16.0,24,24,82.46,0.0,0.0,9.0,82.82
truck,83,0.5,2.0,2,17.0,20,21,29.95,0.0,0.0,2.0,93.76
truck,83,0.5,3.0,3,16.0,19,20,88.52,3.12,1.0,8.0,80.91
truck,83,0.5,4.0,1,16.0,24,24,101.6,0.0,0.0,8.0,78.83
plant,83,0.5,,1,,24,24,,,,,
plant,83,0.5,,2,,20,21,,,,,
plant,83,0.5,,3,,19,20,,,,,
truck,84,0.5,1.0,1,15.0,24,24,102.66,0.0,0.0,7.0,78.61
truck,84,0.5,2.0,2,16.0,19,20,80.24,0.0,0.0,6.0,83.28
truck,84,0.5,3.0,3,16.0,19,19,55.11,5.3,2.0,4.0,87.41
truck,84,0.5,4.0,1,16.0,24,24,76.86,0.0,0.0,5.0,83.99
plant,84,0.5,,1,,24,24,,,,,
plant,84,0.5,,2,,19,20,,,,,
plant,84,0.5,,3,,19,19,,,,,
truck,85,0.5,1.0,1,16.0,24,23,77.81,0.0,0.0,5.0,83.79
truck,85,0.5,2.0,2,14.0,19,20,122.2,0.89,1.0,8.0,74.35
truck,85,0.5,3.0,3,17.0,19,20,44.01,0.0,0.0,4.0,90.83
truck,85,0.5,4.0,1,16.0,24,23,74.48,0.0,0.0,6.0,84.48
plant,85,0.5,,1,,24,23,,,,,
plant,85,0.5,,2,,19,20,,,,,
plant,85,0.5,,3,,19,20,,,,,
truck,86,0.5,1.0,1,16.0,24,24,85.84,0.0,0.0,7.0,82.12
truck,86,0.5,2.0,2,15.0,19,20,95.43,0.0,0.0,6.0,80.12
truck,86,0.5,3.0,3,15.0,19,19,111.73,2.62,1.0,8.0,76.18
truck,86,0.5,4.0,1,17.0,24,24,31.16,0.0,0.0,4.0,93.51
plant,86,0.5,,1,,24,24,,,,,
plant,86,0.5,,2,,19,20,,,,,
plant,86,0.5,,3,,19,19,,,,,
truck,87,0.5,1.0,1,16.0,25,24,82.93,0.0,0.0,8.0,82.72
truck,87,0.5,2.0,2,16.0,19,20,65.7,5.61,3.0,6.0,85.14
truck,87,0.5,3.0,3,16.0,19,20,88.37,0.0,0.0,6.0,81.59
truck,87,0.5,4.0,1,16.0,25,24,66.29,0.0,0.0,6.0,86.19
plant,87,0.5,,1,,25,24,,,,,
plant,87,0.5,,2,,19,20,,,,,
plant,87,0.5,,3,,19,20,,,,,
truck,88,0.5,1.0,1,16.0,24,23,74.1,0.0,0.0,7.0,84.56
truck,88,0.5,2.0,2,17.0,20,20,28.01,0.0,0.0,2.0,94.16
truck,88,0.5,3.0,3,15.0,19,20,100.57,3.3,3.0,7.0,78.36
truck,88,0.5,4.0,1,15.0,24,23,110.29,0.0,0.0,8.0,77.02
plant,88,0.5,,1,,24,23,,,,,
plant,88,0.5,,2,,20,20,,,,,
plant,88,0.5,,3,,19,20,,,,,
truck,89,0.5,1.0,1,15.0,24,25,121.81,0.0,0.0,8.0,74.62
truck,89,0.5,2.0,2,17.0,19,20,38.15,0.0,0.0,3.0,92.05
truck,89,0.5,3.0,3,14.0,19,19,145.43,3.72,1.0,11.0,68.93
truck,89,0.5,4.0,1,18.0,24,25,12.31,0.0,0.0,1.0,97.44
plant,89,0.5,,1,,24,25,,,,,
plant,89,0.5,,2,,19,20,,,,,
plant,89,0.5,,3,,19,19,,,,,
truck,90,0.5,1.0,1,16.0,24,24,78.55,0.0,0.0,7.0,83.64
truck,90,0.5,2.0,2,15.0,20,20,108.22,1.9,2.0,8.0,77.06
truck,90,0.5,3.0,3,16.0,19,19,62.71,0.0,0.0,6.0,86.94
truck,90,0.5,4.0,1,16.0,24,24,56.28,0.0,0.0,4.0,88.28
plant,90,0.5,,1,,24,24,,,,,
plant,90,0.5,,2,,20,20,,,,,
plant,90,0.5,,3,,19,19,,,,,
truck,91,0.5,1.0,1,15.0,24,25,109.04,0.0,0.0,8.0,77.28
truck,91,0.5,2.0,2,17.0,20,20,44.45,0.0,0.0,4.0,90.74
truck,91,0.5,3.0,3,15.0,19,19,106.09,4.01,1.0,8.0,77.06
truck,91,0.5,4.0,1,17.0,24,25,32.05,0.0,0.0,3.0,93.32
plant,91,0.5,,1,,24,25,,,,,
plant,91,0.5,,2,,20,20,,,,,
plant,91,0.5,,3,,19,19,,,,,
truck,92,0.5,1.0,1,16.0,24,24,101.78,0.0,0.0,7.0,78.8
truck,92,0.5,2.0,2,16.0,20,21,76.83,0.0,0.0,6.0,83.99
truck,92,0.5,3.0,3,17.0,19,20,59.27,3.06,1.0,5.0,87.01
truck,92,0.5,4.0,1,16.0,24,24,64.37,0.0,0.0,5.0,86.59
plant,92,0.5,,1,,24,24,,,,,
plant,92,0.5,,2,,20,21,,,,,
plant,92,0.5,,3,,19,20,,,,,
truck,93,0.5,1.0,1,15.0,24,23,103.49,0.0,0.0,7.0,78.44
truck,93,0.5,2.0,2,15.0,20,20,107.01,0.0,0.0,8.0,77.71
truck,93,0.5,3.0,3,16.0,19,20,79.17,4.17,2.0,6.0,82.64
truck,93,0.5,4.0,1,17.0,24,23,25.85,0.0,0.0,2.0,94.61
plant,93,0.5,,1,,24,23,,,,,
plant,93,0.5,,2,,20,20,,,,,
plant,93,0.5,,3,,19,20,,,,,
truck,94,0.5,1.0,1,17.0,24,24,47.0,0.0,0.0,4.0,90.21
truck,94,0.5,2.0,2,16.0,19,20,73.74,0.0,0.0,6.0,84.64
truck,94,0.5,3.0,3,15.0,19,20,116.38,2.53,2.0,7.0,75.23
truck,94,0.5,4.0,1,16.0,24,24,84.28,0.0,0.0,7.0,82.44
plant,94,0.5,,1,,24,24,,,,,
plant,94,0.5,,2,,19,20,,,,,
plant,94,0.5,,3,,19,20,,,,,
truck,95,0.5,1.0,1,16.0,24,24,93.08,0.0,0.0,6.0,80.61
truck,95,0.5,2.0,2,16.0,20,20,63.64,0.0,0.0,5.0,86.74
truck,95,0.5,3.0,3,16.0,19,20,89.88,3.66,1.0,7.0,80.51
truck,95,0.5,4.0,1,16.0,24,24,67.52,0.0,0.0,5.0,85.93
plant,95,0.5,,1,,24,24,,,,,
plant,95,0.5,,2,,20,20,,,,,
plant,95,0.5,,3,,19,20,,,,,
truck,96,0.5,1.0,1,16.0,24,24,89.72,0.0,0.0,6.0,81.31
truck,96,0.5,2.0,2,16.0,19,20,82.11,0.0,0.0,7.0,82.89
truck,96,0.5,3.0,3,15.0,19,20,101.43,4.42,2.0,8.0,77.95
truck,96,0.5,4.0,1,17.0,24,24,47.19,0.0,0.0,5.0,90.17
plant,96,0.5,,1,,24,24,,,,,
plant,96,0.5,,2,,19,20,,,,,
plant,96,0.5,,3,,19,20,,,,,
truck,97,0.5,1.0,1,16.0,25,24,71.32,0.0,0.0,4.0,85.14
truck,97,0.5,2.0,2,16.0,18,19,94.83,0.0,0.0,7.0,80.24
truck,97,0.5,3.0,3,15.0,19,20,98.2,2.54,1.0,8.0,79.01
truck,97,0.5,4.0,1,16.0,25,24,68.94,0.0,0.0,5.0,85.64
plant,97,0.5,,1,,25,24,,,,,
plant,97,0.5,,2,,18,19,,,,,
plant,97,0.5,,3,,19,20,,,,,
truck,98,0.5,1.0,1,16.0,24,24,78.86,0.0,0.0,5.0,83.57
truck,98,0.5,2.0,2,16.0,20,20,68.69,0.0,0.0,7.0,85.69
truck,98,0.5,3.0,3,16.0,19,20,76.66,3.15,2.0,6.0,83.37
truck,98,0.5,4.0,1,16.0,24,24,74.76,0.0,0.0,6.0,84.42
plant,98,0.5,,1,,24,24,,,,,
plant,98,0.5,,2,,20,20,,,,,
plant,98,0.5,,3,,19,20,,,,,
truck,99,0.5,1.0,1,16.0,24,24,97.28,0.0,0.0,8.0,79.73
truck,99,0.5,2.0,2,16.0,20,20,84.66,0.0,0.0,7.0,82.36
truck,99,0.5,3.0,3,15.0,19,20,91.96,3.45,2.0,6.0,80.12
truck,99,0.5,4.0,1,17.0,24,24,32.03,0.0,0.0,3.0,93.33
plant,99,0.5,,1,,24,24,,,,,
plant,99,0.5,,2,,20,20,,,,,
plant,99,0.5,,3,,19,20,,,,,
truck,0,1.0,1.0,1,15.0,23,23,99.01,0.0,0.0,7.0,79.37
truck,0,1.0,2.0,2,17.0,20,21,59.12,0.0,0.0,5.0,87.68
truck,0,1.0,3.0,3,16.0,19,20,72.57,1.81,3.0,6.0,84.5
truck,0,1.0,4.0,1,16.0,23,23,74.25,0.0,0.0,5.0,84.53
plant,0,1.0,,1,,23,23,,,,,
plant,0,1.0,,2,,20,21,,,,,
plant,0,1.0,,3,,19,20,,,,,
truck,1,1.0,1.0,1,15.0,22,23,106.15,0.0,0.0,8.0,77.89
truck,1,1.0,2.0,2,16.0,21,21,66.18,0.0,0.0,5.0,86.21
truck,1,1.0,3.0,3,16.0,20,20,84.75,2.92,3.0,6.0,81.74
truck,1,1.0,4.0,1,17.0,22,23,31.17,0.0,0.0,3.0,93.51
plant,1,1.0,,1,,22,23,,,,,
plant,1,1.0,,2,,21,21,,,,,
plant,1,1.0,,3,,20,20,,,,,
truck,2,1.0,1.0,1,15.0,23,23,125.31,0.0,0.0,9.0,73.89
truck,2,1.0,2.0,2,17.0,20,21,37.92,5.8,3.0,3.0,90.89
truck,2,1.0,3.0,3,16.0,20,20,44.02,0.0,0.0,3.0,90.83
truck,2,1.0,4.0,1,16.0,23,23,90.32,0.0,0.0,7.0,81.18
plant,2,1.0,,1,,23,23,,,,,
plant,2,1.0,,2,,20,21,,,,,
plant,2,1.0,,3,,20,20,,,,,
truck,3,1.0,1.0,1,16.0,23,23,72.5,0.0,0.0,6.0,84.9
truck,3,1.0,2.0,2,15.0,20,21,108.16,4.53,2.0,8.0,76.52
truck,3,1.0,3.0,3,16.0,20,20,64.48,0.0,0.0,5.0,86.57
truck,3,1.0,4.0,1,17.0,23,23,45.22,0.0,0.0,4.0,90.58
plant,3,1.0,,1,,23,23,,,,,
plant,3,1.0,,2,,20,21,,,,,
plant,3,1.0,,3,,20,20,,,,,
truck,4,1.0,1.0,1,16.0,23,23,79.79,0.0,0.0,5.0,83.38
truck,4,1.0,2.0,2,16.0,21,21,69.28,0.0,0.0,6.0,85.57
truck,4,1.0,3.0,3,17.0,19,20,41.02,3.97,2.0,3.0,90.63
truck,4,1.0,4.0,1,15.0,23,23,114.34,0.0,0.0,8.0,76.18
plant,4,1.0,,1,,23,23,,,,,
plant,4,1.0,,2,,21,21,,,,,
plant,4,1.0,,3,,19,20,,,,,
truck,5,1.0,1.0,1,16.0,23,23,76.46,0.0,0.0,6.0,84.07
truck,5,1.0,2.0,2,16.0,20,21,72.92,0.0,0.0,5.0,84.81
truck,5,1.0,3.0,3,16.0,20,20,65.62,2.15,1.0,5.0,85.88
truck,5,1.0,4.0,1,16.0,23,23,91.34,0.0,0.0,7.0,80.97
plant,5,1.0,,1,,23,23,,,,,
plant,5,1.0,,2,,20,21,,,,,
plant,5,1.0,,3,,20,20,,,,,
truck,6,1.0,1.0,1,16.0,22,23,85.7,0.0,0.0,7.0,82.15
truck,6,1.0,2.0,2,16.0,21,21,55.26,0.0,0.0,5.0,88.49
truck,6,1.0,3.0,3,16.0,20,20,52.57,4.05,2.0,4.0,88.21
truck,6,1.0,4.0,1,16.0,22,23,82.21,0.0,0.0,6.0,82.87
plant,6,1.0,,1,,22,23,,,,,
plant,6,1.0,,2,,21,21,,,,,
plant,6,1.0,,3,,20,20,,,,,
truck,7,1.0,1.0,1,15.0,23,22,106.7,0.0,0.0,8.0,77.77
truck,7,1.0,2.0,2,17.0,21,22,54.95,0.0,0.0,5.0,88.55
truck,7,1.0,3.0,3,16.0,20,21,68.85,5.49,3.0,7.0,84.51
truck,7,1.0,4.0,1,17.0,23,22,37.87,0.0,0.0,3.0,92.11
plant,7,1.0,,1,,23,22,,,,,
plant,7,1.0,,2,,21,22,,,,,
plant,7,1.0,,3,,20,21,,,,,
truck,8,1.0,1.0,1,17.0,23,24,50.39,0.0,0.0,4.0,89.5
truck,8,1.0,2.0,2,15.0,21,21,102.03,1.45,1.0,6.0,78.44
truck,8,1.0,3.0,3,16.0,19,20,82.54,0.0,0.0,7.0,82.8
truck,8,1.0,4.0,1,17.0,23,24,64.2,0.0,0.0,5.0,86.62
plant,8,1.0,,1,,23,24,,,,,
plant,8,1.0,,2,,21,21,,,,,
plant,8,1.0,,3,,19,20,,,,,
truck,9,1.0,1.0,1,16.0,23,22,84.16,0.0,0.0,6.0,82.47
truck,9,1.0,2.0,2,15.0,20,21,107.0,1.55,1.0,6.0,77.39
truck,9,1.0,3.0,3,16.0,19,20,74.8,0.0,0.0,7.0,84.42
truck,9,1.0,4.0,1,16.0,23,22,51.53,0.0,0.0,4.0,89.27
plant,9,1.0,,1,,23,22,,,,,
plant,9,1.0,,2,,20,21,,,,,
plant,9,1.0,,3,,19,20,,,,,
truck,10,1.0,1.0,1,16.0,24,23,73.18,0.0,0.0,6.0,84.75
truck,10,1.0,2.0,2,16.0,20,21,88.83,0.0,0.0,7.0,81.49
truck,10,1.0,3.0,3,17.0,20,21,51.21,3.07,1.0,4.0,88.69
truck,10,1.0,4.0,1,16.0,24,23,78.05,0.0,0.0,7.0,83.74
plant,10,1.0,,1,,24,23,,,,,
plant,10,1.0,,2,,20,21,,,,,
plant,10,1.0,,3,,20,21,,,,,
truck,11,1.0,1.0,1,16.0,23,23,84.39,0.0,0.0,6.0,82.42
truck,11,1.0,2.0,2,15.0,20,21,94.58,4.86,3.0,6.0,79.28
truck,11,1.0,3.0,3,16.0,19,20,92.0,0.0,0.0,9.0,80.83
truck,11,1.0,4.0,1,17.0,23,23,35.18,0.0,0.0,4.0,92.67
plant,11,1.0,,1,,23,23,,,,,
plant,11,1.0,,2,,20,21,,,,,
plant,11,1.0,,3,,19,20,,,,,
truck,12,1.0,1.0,1,16.0,23,23,71.06,0.0,0.0,5.0,85.2
truck,12,1.0,2.0,2,16.0,20,21,82.76,0.0,0.0,7.0,82.76
truck,12,1.0,3.0,3,16.0,20,20,69.13,4.25,2.0,7.0,84.71
truck,12,1.0,4.0,1,16.0,23,23,86.03,0.0,0.0,7.0,82.08
plant,12,1.0,,1,,23,23,,,,,
plant,12,1.0,,2,,20,21,,,,,
plant,12,1.0,,3,,20,20,,,,,
truck,13,1.0,1.0,1,16.0,23,23,79.58,0.0,0.0,6.0,83.42
truck,13,1.0,2.0,2,16.0,20,21,92.51,0.0,0.0,6.0,80.73
truck,13,1.0,3.0,3,16.0,20,21,73.28,4.38,1.0,7.0,83.82
truck,13,1.0,4.0,1,17.0,23,23,47.4,0.0,0.0,5.0,90.13
plant,13,1.0,,1,,23,23,,,,,
plant,13,1.0,,2,,20,21,,,,,
plant,13,1.0,,3,,20,21,,,,,
truck,14,1.0,1.0,1,15.0,22,23,107.56,0.0,0.0,7.0,77.59
truck,14,1.0,2.0,2,16.0,21,21,90.55,0.0,0.0,7.0,81.13
truck,14,1.0,3.0,3,16.0,20,20,57.15,2.19,1.0,4.0,87.64
truck,14,1.0,4.0,1,17.0,22,23,48.38,0.0,0.0,4.0,89.92
plant,14,1.0,,1,,22,23,,,,,
plant,14,1.0,,2,,21,21,,,,,
plant,14,1.0,,3,,20,20,,,,,
truck,15,1.0,1.0,1,16.0,23,23,71.09,0.0,0.0,6.0,85.19
truck,15,1.0,2.0,2,16.0,20,21,74.42,0.0,0.0,5.0,84.5
truck,15,1.0,3.0,3,16.0,20,20,74.47,5.27,1.0,5.0,83.39
truck,15,1.0,4.0,1,16.0,23,23,79.93,0.0,0.0,6.0,83.35
plant,15,1.0,,1,,23,23,,,,,
plant,15,1.0,,2,,20,21,,,,,
plant,15,1.0,,3,,20,20,,,,,
truck,16,1.0,1.0,1,16.0,23,22,83.06,0.0,0.0,5.0,82.7
truck,16,1.0,2.0,2,16.0,20,21,70.47,0.0,0.0,5.0,85.32
truck,16,1.0,3.0,3,15.0,19,20,84.16,3.35,2.0,6.0,81.77
truck,16,1.0,4.0,1,16.0,23,22,88.82,0.0,0.0,7.0,81.5
plant,16,1.0,,1,,23,22,,,,,
plant,16,1.0,,2,,20,21,,,,,
plant,16,1.0,,3,,19,20,,,,,
truck,17,1.0,1.0,1,15.0,22,22,99.62,0.0,0.0,7.0,79.25
truck,17,1.0,2.0,2,15.0,20,20,107.23,0.0,0.0,6.0,77.66
truck,17,1.0,3.0,3,16.0,19,20,75.18,5.11,3.0,6.0,83.27
truck,17,1.0,4.0,1,16.0,22,22,67.52,0.0,0.0,5.0,85.93
plant,17,1.0,,1,,22,22,,,,,
plant,17,1.0,,2,,20,20,,,,,
plant,17,1.0,,3,,19,20,,,,,
truck,18,1.0,1.0,1,16.0,23,23,88.41,0.0,0.0,7.0,81.58
truck,18,1.0,2.0,2,16.0,20,21,66.83,0.0,0.0,5.0,86.08
truck,18,1.0,3.0,3,15.0,20,20,90.01,5.79,3.0,7.0,80.04
truck,18,1.0,4.0,1,17.0,23,23,55.83,0.0,0.0,4.0,88.37
plant,18,1.0,,1,,23,23,,,,,
plant,18,1.0,,2,,20,21,,,,,
plant,18,1.0,,3,,20,20,,,,,
truck,19,1.0,1.0,1,16.0,23,23,90.81,0.0,0.0,7.0,81.08
truck,19,1.0,2.0,2,16.0,21,21,59.92,3.7,2.0,5.0,86.75
truck,19,1.0,3.0,3,16.0,20,21,83.63,0.0,0.0,7.0,82.58
truck,19,1.0,4.0,1,17.0,23,23,41.75,0.0,0.0,4.0,91.3
plant,19,1.0,,1,,23,23,,,,,
plant,19,1.0,,2,,21,21,,,,,
plant,19,1.0,,3,,20,21,,,,,
truck,20,1.0,1.0,1,17.0,22,23,32.35,0.0,0.0,4.0,93.26
truck,20,1.0,2.0,2,17.0,20,21,50.05,0.0,0.0,5.0,89.57
truck,20,1.0,3.0,3,15.0,20,20,105.05,2.46,1.0,8.0,77.6
truck,20,1.0,4.0,1,15.0,22,23,110.63,0.0,0.0,6.0,76.95
plant,20,1.0,,1,,22,23,,,,,
plant,20,1.0,,2,,20,21,,,,,
plant,20,1.0,,3,,20,20,,,,,
truck,21,1.0,1.0,1,16.0,22,23,90.85,0.0,0.0,7.0,81.07
truck,21,1.0,2.0,2,16.0,21,21,60.17,0.0,0.0,5.0,87.47
truck,21,1.0,3.0,3,16.0,20,20,93.44,1.72,1.0,7.0,80.17
truck,21,1.0,4.0,1,16.0,22,23,69.02,0.0,0.0,6.0,85.62
plant,21,1.0,,1,,22,23,,,,,
plant,21,1.0,,2,,21,21,,,,,
plant,21,1.0,,3,,20,20,,,,,
truck,22,1.0,1.0,1,16.0,23,23,86.07,0.0,0.0,7.0,82.07
truck,22,1.0,2.0,2,18.0,20,21,0.0,0.0,0.0,0.0,100.0
truck,22,1.0,3.0,3,15.0,20,20,116.02,5.22,2.0,9.0,74.74
truck,22,1.0,4.0,1,15.0,23,23,100.69,0.0,0.0,7.0,79.02
plant,22,1.0,,1,,23,23,,,,,
plant,22,1.0,,2,,20,21,,,,,
plant,22,1.0,,3,,20,20,,,,,
truck,23,1.0,1.0,1,17.0,24,24,60.68,0.0,0.0,5.0,87.36
truck,23,1.0,2.0,2,17.0,20,21,48.12,0.0,0.0,4.0,89.97
truck,23,1.0,3.0,3,15.0,19,20,119.83,4.14,3.0,8.0,74.17
truck,23,1.0,4.0,1,16.0,24,24,67.89,0.0,0.0,7.0,85.86
plant,23,1.0,,1,,24,24,,,,,
plant,23,1.0,,2,,20,21,,,,,
plant,23,1.0,,3,,19,20,,,,,
truck,24,1.0,1.0,1,16.0,23,23,112.76,0.0,0.0,10.0,76.51
truck,24,1.0,2.0,2,16.0,20,21,63.07,0.0,0.0,5.0,86.86
truck,24,1.0,3.0,3,14.0,19,20,138.63,2.01,1.0,7.0,70.7
truck,24,1.0,4.0,1,18.0,23,23,14.13,0.0,0.0,1.0,97.06
plant,24,1.0,,1,,23,23,,,,,
plant,24,1.0,,2,,20,21,,,,,
plant,24,1.0,,3,,19,20,,,,,
truck,25,1.0,1.0,1,15.0,23,22,103.24,0.0,0.0,8.0,78.49
truck,25,1.0,2.0,2,17.0,20,21,25.38,0.0,0.0,3.0,94.71
truck,25,1.0,3.0,3,16.0,20,21,84.28,3.45,2.0,6.0,81.72
truck,25,1.0,4.0,1,16.0,23,22,82.89,0.0,0.0,7.0,82.73
plant,25,1.0,,1,,23,22,,,,,
plant,25,1.0,,2,,20,21,,,,,
plant,25,1.0,,3,,20,21,,,,,
truck,26,1.0,1.0,1,17.0,23,23,37.78,0.0,0.0,3.0,92.13
truck,26,1.0,2.0,2,16.0,21,21,98.44,5.06,2.0,9.0,78.44
truck,26,1.0,3.0,3,16.0,20,21,87.44,0.0,0.0,8.0,81.78
truck,26,1.0,4.0,1,16.0,23,23,55.26,0.0,0.0,5.0,88.49
plant,26,1.0,,1,,23,23,,,,,
plant,26,1.0,,2,,21,21,,,,,
plant,26,1.0,,3,,20,21,,,,,
truck,27,1.0,1.0,1,16.0,23,23,81.7,0.0,0.0,6.0,82.98
truck,27,1.0,2.0,2,16.0,20,21,79.19,0.0,0.0,5.0,83.5
truck,27,1.0,3.0,3,15.0,19,20,84.24,4.71,2.0,7.0,81.47
truck,27,1.0,4.0,1,17.0,23,23,51.15,0.0,0.0,5.0,89.34
plant,27,1.0,,1,,23,23,,,,,
plant,27,1.0,,2,,20,21,,,,,
plant,27,1.0,,3,,19,20,,,,,
truck,28,1.0,1.0,1,17.0,23,23,43.6,0.0,0.0,4.0,90.92
truck,28,1.0,2.0,2,15.0,21,21,95.83,2.62,2.0,7.0,79.49
truck,28,1.0,3.0,3,16.0,20,20,70.01,0.0,0.0,5.0,85.41
truck,28,1.0,4.0,1,16.0,23,23,77.16,0.0,0.0,6.0,83.92
plant,28,1.0,,1,,23,23,,,,,
plant,28,1.0,,2,,21,21,,,,,
plant,28,1.0,,3,,20,20,,,,,
truck,29,1.0,1.0,1,16.0,23,23,71.11,0.0,0.0,7.0,85.18
truck,29,1.0,2.0,2,16.0,21,21,73.4,3.25,3.0,6.0,84.03
truck,29,1.0,3.0,3,15.0,20,20,102.08,0.0,0.0,7.0,78.73
truck,29,1.0,4.0,1,17.0,23,23,34.0,0.0,0.0,3.0,92.92
plant,29,1.0,,1,,23,23,,,,,
plant,29,1.0,,2,,21,21,,,,,
plant,29,1.0,,3,,20,20,,,,,
truck,30,1.0,1.0,1,15.0,23,23,124.4,0.0,0.0,10.0,74.08
truck,30,1.0,2.0,2,17.0,20,21,48.87,0.0,0.0,4.0,89.82
truck,30,1.0,3.0,3,16.0,19,20,55.03,4.01,2.0,4.0,87.7
truck,30,1.0,4.0,1,16.0,23,23,77.29,0.0,0.0,5.0,83.9
plant,30,1.0,,1,,23,23,,,,,
plant,30,1.0,,2,,20,21,,,,,
plant,30,1.0,,3,,19,20,,,,,
truck,31,1.0,1.0,1,16.0,22,23,101.38,0.0,0.0,7.0,78.88
truck,31,1.0,2.0,2,16.0,21,21,58.89,0.0,0.0,4.0,87.73
truck,31,1.0,3.0,3,16.0,20,20,86.16,2.02,1.0,7.0,81.63
truck,31,1.0,4.0,1,16.0,22,23,56.92,0.0,0.0,5.0,88.14
plant,31,1.0,,1,,22,23,,,,,
plant,31,1.0,,2,,21,21,,,,,
plant,31,1.0,,3,,20,20,,,,,
truck,32,1.0,1.0,1,16.0,22,23,93.93,0.0,0.0,7.0,80.43
truck,32,1.0,2.0,2,17.0,20,21,54.34,0.0,0.0,4.0,88.68
truck,32,1.0,3.0,3,15.0,20,20,88.13,5.6,3.0,6.0,80.47
truck,32,1.0,4.0,1,16.0,22,23,76.28,0.0,0.0,5.0,84.11
plant,32,1.0,,1,,22,23,,,,,
plant,32,1.0,,2,,20,21,,,,,
